freqVals,accVals,smoothed_accVals
258.0,93.15384615384616,98.09565957456762
259.0,107.64285714285714,98.43670895728367
260.0,102.86206896551724,99.47399290790095
261.0,99.29629629629629,102.06631711616718
262.0,98.70370370370371,104.24580429565437
263.0,110.73913043478261,103.55224168542509
264.0,106.23076923076923,105.096969321607
265.0,103.48148148148148,107.5983112432388
266.0,112.1304347826087,109.40769395928817
267.0,114.30434782608695,110.84247656798381
268.0,109.56,112.26555349106074
269.0,119.34782608695652,113.98777571328297
270.0,114.76923076923077,114.24381436062595
271.0,113.81481481481481,114.77975638961145
272.0,113.66666666666667,116.70725638961146
273.0,117.52,117.1006742640076
274.0,121.125,118.56274691358026
275.0,121.70833333333333,119.86372605363984
276.0,123.54166666666667,120.79284482758622
277.0,121.62068965517241,122.26414917541229
278.0,119.24137931034483,123.83305943182255
279.0,126.34782608695652,126.51747301206946
280.0,130.53846153846155,126.5874516445481
281.0,137.8148148148148,129.0395589242416
282.0,123.96153846153847,132.23266237251744
283.0,136.33333333333334,133.79648622981958
284.0,138.4,134.9042735042735
285.0,135.73076923076923,135.50921177587847
286.0,137.1851851851852,138.36177587844256
287.0,141.44444444444446,139.44819563152896
288.0,141.07692307692307,139.40533848867184
289.0,142.85185185185185,140.36996336996336
290.0,138.14285714285714,142.18477818477817
291.0,141.5185185185185,142.24959299959298
292.0,148.07407407407408,143.56393298059965
293.0,141.83333333333334,143.02862433862433
294.0,148.96296296296296,149.67743386243384
295.0,139.64,148.10383462216794
296.0,178.03571428571428,149.8772032288699
297.0,132.07692307692307,152.58498100664767
298.0,158.71428571428572,152.6982967032967
